Country Name,Country Code,Region,Income Group,Female Secondary School Enrollment,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Latvia,LVA,Sub-Saharan Africa,Low income,"School enrollment, secondary, female (% gross)",,,,,,,,,,,,,,,,,,,,,,92.30129242,90.70236969,88.24958038,89.70101166,88.41768646,86.27603149,85.08441925,85.75945282,87.1967392,91.38500214,93.53707123,95.32898712,96.06788635,98.83236694,102.4117279,103.948349,105.0117264,105.7597885,99.78134918,102.1149902,103.9788666,104.8457413,112.9356766,112.1997299,111.1741486,110.4340668,110.1625214,108.5845718,107.5708694,106.1996994,106.5402832,105.172348
Lebanon,LBN,Middle East & North Africa,Upper middle income,"School enrollment, secondary, female (% gross)",,32.99776077,,35.60295105,,,,,,,,,59.67034912,,,52.62937927,,,,,,,53.81777954,,54.38541031,58.38634872,59.12340164,60.02920914,66.05800629,,,,,,,,,,,,,,,,,,,,,,,,
Lesotho,LSO,Latin America & Caribbean,Upper middle income,"School enrollment, secondary, female (% gross)",13.01084042,7.900640011,8.666339874,11.00963974,,12.87977982,13.80969048,14.62250042,14.72887039,17.85387039,18.98278046,20.81509972,21.27396011,23.77046967,24.1944809,24.4901104,25.37977982,27.62291908,28.53829002,28.06451988,27.8569603,26.85910988,28.45771027,29.37561035,32.10802841,,33.20925903,34.36772156,34.61378098,33.58646011,33.2954483,34.78076935,36.08673096,36.9545517,39.47074127,41.907341,43.26692963,47.24023819,51.07606888,56.36426163,61.97491837,64.74669647,66.82824707,64.50856781,65.34126282,66.76068115,64.68726349,68.35701752,,,,,
Liberia,LBR,Europe & Central Asia,High income,"School enrollment, secondary, female (% gross)",4.251239777,4.568160057,5.342299938,,,8.040650368,6.985499859,,11.90408993,12.63391018,12.76721001,,,,,,,,,,,,,,,,,,,23.63406944,29.12759972,,,,,,,,,,,39.61162949,,,32.09669876,31.5759697,,,,,37.0826416,,
Libya,LBY,South Asia,Lower middle income,"School enrollment, secondary, female (% gross)",,9.865659714,12.27418041,17.15619087,23.29080963,28.10717964,35.37432861,41.07286835,44.75762939,49.10588837,51.74356842,50.56364822,,56.94099045,,,71.74227905,,,,,,,,,,,,,,,,114.9154434,109.6155319,,100.8249664,104.6871796,,,,,,,,,,,,,,,,
Liechtenstein,LIE,Sub-Saharan Africa,Lower middle income,"School enrollment, secondary, female (% gross)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.1712494,103.8596497,99.65254211,99.65705872,99.58931732,100.20298,97.84657288,100,101.0673828,101.4656906,,103.2742233,101.7217636,101.9067764,105.0651169,101.6411438,110.0074692,110.2040787,109.0909119,
Lithuania,LTU,Europe & Central Asia,High income,"School enrollment, secondary, female (% gross)",,,,,,,,,,,,,,,,,,,,,,,,80.67867279,,82.12155914,84.27838135,86.36689758,87.26950836,90.40058899,96.55097961,99.29354095,101.3289566,103.7052231,102.5793228,104.1657562,106.6622009,106.7779694,106.1659698,104.7501907,104.1203995,104.5554504,104.1540222,106.4457169,105.8467712,105.3827133,104.9873123,106.0408707,106.1936264,106.5923767,107.2995682,108.1683884,
Luxembourg,LUX,Europe & Central Asia,High income,"School enrollment, secondary, female (% gross)",,45.08972931,45.38068008,46.52336884,47.73513031,57.85168076,58.77529144,60.4333992,61.22909164,61.94408035,63.69866943,63.26585007,72.49796295,72.65344238,73.220047,,76.90595245,77.91754913,73.27191925,,,,71.53787231,74.94895935,76.59008789,82.28096771,87.49759674,92.43756104,93.52803802,100.5645218,101.5201721,98.18530273,97.94950867,97.59372711,97.048172,96.69654846,96.5267334,96.65583801,97.30214691,,101.5033188,101.8199081,102.3345871,104.8028336,105.4329376,106.3865738,107.9129105,108.2305679,108.7867584,107.631691,107.8012314,107.4863892,
"Macao SAR, China",MAC,Europe & Central Asia,High income,"School enrollment, secondary, female (% gross)",,18.79787064,21.17437935,26.84030914,27.25284958,,,,,,,,,,,,,,,,62.7147789,,75.54264832,77.77294159,,,,,,75.60186768,78.47032928,83.91622925,87.18096924,90.67414093,94.26925659,93.47393036,93.92497253,94.67954254,90.46389008,90.11663055,91.42675018,94.61521912,96.97515106,97.05951691,100.9276276,101.7746506,101.9779434,98.51851654,93.80291748,91.81752014,89.98592377,88.91999817,89.57051086
Madagascar,MDG,East Asia & Pacific,High income,"School enrollment, secondary, female (% gross)",,8.364620209,8.45141983,,8.803440094,,,,,,,,,,,,,,17.60861969,17.01658058,16.93497086,,,,,,,,,,,,,,,20.23665047,22.71067047,25.11691093,27.3560791,28.56365013,,34.78305054,36.36219025,,37.55521011,38.02783966,38.00545883,36.89028931,36.71675873,34.73722076,,36.25699997,
Malawi,MWI,Latin America & Caribbean,High income,"School enrollment, secondary, female (% gross)",,,7.172949791,6.467140198,,6.74793005,6.913559914,7.573979855,7.912439823,8.297519684,9.784700394,9.552319527,10.23488045,10.43157959,10.83533955,11.11046028,11.42545033,12.10620022,12.00650024,11.83516026,12.26848984,12.7442503,,12.9094696,11.9830904,18.25836945,18.77619934,,,29.21503067,26.02100945,27.6238308,27.04891968,,25.79984093,25.76799011,27.89731979,27.47192001,29.90904999,31.0976696,32.01974106,33.12361908,32.80876923,35.71171951,37.32736969,37.77428818,35.40179062,36.72132111,37.59918976,31.44346046,,35.72999954,35.65800095
Malaysia,MYS,Middle East & North Africa,Lower middle income,"School enrollment, secondary, female (% gross)",33.06135941,34.13906097,36.3017807,,44.01372147,,,,,55.07860184,56.09008026,59.23815155,60.03012848,63.87850189,66.76535034,67.36557007,70.21856689,73.24118042,72.17106628,71.77915955,70.74108887,71.29949188,72.99458313,71.95436096,72.42230988,72.46450043,,73.92295074,87.19625854,85.66924286,85.3236618,83.69405365,83.19413757,89.39730072,88.81025696,82.24353027,80.58291626,78.18138885,78.46772766,78.26724243,80.37779999,81.25813293,84.19943237,85.14646912,89.19252014,88.3539505,86.62924957,86.17778015,82.91100311,83.53858948,81.16491699,82.39700317,86.82800293
Maldives,MDV,Europe & Central Asia,High income,"School enrollment, secondary, female (% gross)",1.34660995,1.486789942,,,,,,,,,,,,,,,,,,,,,,,51.70281982,54.77360153,57.97032166,68.09590912,36.01042175,42.30662918,54.25307083,64.09483337,66.5734787,72.52715302,73.06211853,,,,,,,,,,,,,,78.60365295,72.98236084,,,
Mali,MLI,Europe & Central Asia,Upper middle income,"School enrollment, secondary, female (% gross)",,1.955119967,2.225519896,2.354660034,2.646660089,,3.426259995,,4.432240009,4.880660057,4.841810226,3.975009918,4.449130058,3.978169918,4.140779972,,,3.511729956,3.460829973,4.293990135,4.273499966,4.649409771,4.884039879,5.26846981,5.916649818,6.614319801,7.184430122,7.565090179,8.340089798,9.663999557,11.47224045,,,14.27149963,16.44889069,18.20450974,19.69425011,22.58802986,25.03076935,27.71916008,30.77054024,32.80435944,,35.54835892,36.15756989,35.4703598,35.11920929,35.35353088,35.11320877,,32.96099854,,
Malta,MLT,Sub-Saharan Africa,Low income,"School enrollment, secondary, female (% gross)",,50.18711853,54.65679932,57.82154083,58.1313591,67.48394775,72.12155914,69.36846161,69.01438141,67.06845093,71.79676819,67.22994995,71.34398651,73.74807739,74.10797882,76.29019165,74.49288177,72.37799835,72.8657074,73.81633759,76.84606934,77.67327881,81.02371216,81.54650116,81.12062073,84.11985016,86.60227203,86.48606873,87.3776474,84.52137756,90.71910858,88.7702179,90.53450775,92.93092346,101.2322617,99.24565887,95.97332764,97.95404816,99.77892303,,99.73075867,94.67694092,96.58235931,97.65853882,97.9214325,97.61858368,96.16989899,102.4215088,104.6044006,105.4124069,104.4329071,103.6113815,102.90802
Marshall Islands,MHL,South Asia,Upper middle income,"School enrollment, secondary, female (% gross)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.19210815,,,76.96257782,72.30197906,73.51010132,66.84004974,71.09732819,73.87286377,79.55606842,79.33859253,,,,,,93.52420044,98.43415833,,,117.4628677,121.7445221,124.369751,120.5743713
Mauritania,MRT,Latin America & Caribbean,Upper middle income,"School enrollment, secondary, female (% gross)",,,,,,,,,,,,4.243279934,,,,,,8.528129578,8.839099884,8.681489944,8.241729736,8.361249924,9.056420326,9.355179787,10.26031017,10.83358002,10.43527031,10.65340042,13.34255028,14.11083984,14.80959988,17.35074997,17.50511932,18.86940002,19.74670982,20.29573059,20.47562981,,16.84357071,17.59547997,18.05648041,19.94749069,23.84248924,27.85824013,27.97603035,28.75350952,30.44738007,30.66996002,34.67977142,37.50915909,36.29335022,,
Mauritius,MUS,East Asia & Pacific,Upper middle income,"School enrollment, secondary, female (% gross)",,26.89716911,29.16836929,31.71736908,34.79362106,36.62649155,39.13544083,45.81196976,47.56763077,48.46871185,49.27399063,48.03754044,47.96199036,49.31029129,48.32823181,48.92173004,48.32677841,49.47182083,52.20812988,53.92382813,53.26214981,,,,,,63.03942108,,69.20688629,71.71228027,77.08026123,78.5666275,81.02639008,83.20081329,83.31806946,86.22268677,87.19191742,88.44155121,88.50360107,89.80531311,90.59290314,93.90569305,94.49423981,95.66551208,97.77813721,96.83258057,97.27670288,96.71227264,95.90428925,96.5328064,93.94068909,,
Mexico,MEX,Europe & Central Asia,Upper middle income,"School enrollment, secondary, female (% gross)",,17.11450958,19.46615982,,23.39920044,24.97563934,26.9668293,32.19031906,34.3579216,36.58029175,39.08372879,44.1464386,49.12097168,51.63768005,54.14559174,53.88167953,56.50479889,56.93302155,56.89741898,56.81415176,55.8728714,55.29096985,54.37535858,55.47121811,57.18416977,59.39104843,61.45671082,63.5484581,67.3169632,69.73819733,71.62851715,73.87802124,76.84053802,81.29891205,82.19628906,83.11192322,85.44898224,87.00507355,89.31018829,89.40265656,90.57965088,91.53067017,93.81227112,96.09092712,100.2760773,104.4953232,106.8244476,109.0833893,110.5109787,110.3866501,107.4803391,103.9725266,104.8212891
"Micronesia, Fed. Sts.",FSM,Sub-Saharan Africa,Low income,"School enrollment, secondary, female (% gross)",,,128.249115,138.633255,142.3306122,,142.5660248,138.1434937,,,,,,,,,,,,,,,,,,,,,,,,,,,86.78697968,89.09500122,,,,,,,,,,,,,,,,,
Moldova,MDA,Middle East & North Africa,High income,"School enrollment, secondary, female (% gross)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.51072693,82.46256256,84.67732239,86.60253143,88.95915985,89.95883942,91.31292725,89.96575165,89.55085754,89.68981934,89.02747345,88.66706085,88.96159363,88.9174881,105.129837,105.8212814,106.3593521,94.10813141,95.40115356,95.03386688,95.91658783,96.21820068,96.71569824
Monaco,MCO,East Asia & Pacific,Lower middle income,"School enrollment, secondary, female (% gross)",,,118.04245,,,,,,104.2391281,,,,,,,,,,,,,143.8413391,148.4525146,,151.2595825,154.9342041,162.1951141,162.3607941,156.651886,162.2099457,164.388092,,,,,,,,146.9035492,,,,,,,,152.4809265,,,,,,
Mongolia,MNG,Europe & Central Asia,Upper middle income,"School enrollment, secondary, female (% gross)",,,,,68.90268707,71.46424103,72.98159027,,,82.25089264,84.76112366,,,89.38023376,,,,,,,,88.64446259,,73.91674042,73.89083862,70.5814209,70.60909271,68.64704132,68.67321014,65.9490509,69.35133362,76.60925293,81.28971863,87.94249725,93.28677368,96.85124207,96.74449921,,,103.5816574,95.85714722,,,,,,,,92.84700012,92.04705048,98.51300049,102.1880035,99.77300262
Montenegro,MNE,East Asia & Pacific,Lower middle income,"School enrollment, secondary, female (% gross)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.62541962,87.7985611,90.32344818,91.80702209,92.36390686,98.60070038,95.17179871,97.94348145,90.57325745,90.23532867,,,89.91684723,88.85253143,89.02752686,89.88329315,90.47445679,91.21292877,92.10182953,91.46042633
Morocco,MAR,East Asia & Pacific,High income,"School enrollment, secondary, female (% gross)",,6.897029877,7.25992012,,8.564949989,9.338850021,11.55512047,12.52295017,14.02099991,15.71700954,17.06562996,18.42712975,20.52622986,22.32342911,23.79871941,25.05821037,26.77120972,28.08786011,29.02765083,28.50196075,29.93380928,28.84016037,29.17690086,29.8654995,30.87681961,31.44197083,31.88015938,32.45331955,32.05635071,32.81505966,34.57981873,36.26716995,38.23474884,40.32447815,43.42802811,45.63700867,48.89698029,52.01234818,53.99420166,56.67029953,58.9209404,61.31097031,63.45323944,,,,,73.91134644,75.17929077,76.79157257,78.78840637,80.34127045,84.69378662
Mozambique,MOZ,Sub-Saharan Africa,Low income,"School enrollment, secondary, female (% gross)",,,,3.229820013,,,,1.815490007,1.959020019,2.505589962,3.218039989,3.078749895,4.461520195,5.248579979,,4.688129902,4.862050056,3.736409903,,,5.445469856,5.455840111,5.523920059,5.692299843,5.63711977,5.954380035,,,,4.167630196,4.846859932,5.469059944,6.860770226,,9.061280251,11.01683998,13.20401955,15.65604019,17.84436989,20.85746956,23.20570946,24.67737007,24.60437965,33.15465927,32.64574814,33.22771072,27.13100052,35.10929108,30.07099915,31.6079998,39.88299942,33.77700043,36.84899902
Myanmar,MMR,Sub-Saharan Africa,Lower middle income,"School enrollment, secondary, female (% gross)",,16.14500999,16.53782082,,,,19.42178917,18.23771095,18.05657005,,,,,,,,23.36030006,24.3162899,24.46600914,25.88908005,20.59667015,23.29878044,25.61893082,25.93578911,27.16025925,,,,,35.59703827,40.77045822,39.42451859,40.57912827,40.92242813,43.56209183,45.37504959,47.54101944,48.07424164,,51.34572983,53.18642044,,,,58.75849152,,71.4815979,75.94976807,80.43034363,,,,
Namibia,NAM,Sub-Saharan Africa,Upper middle income,"School enrollment, secondary, female (% gross)",,,,,,,,,,,,,,,,,,,,,42.75654984,48.80004883,55.32012939,59.1987114,63.65042114,62.65000916,62.27640915,63.47373962,63.1359787,63.9551506,66.615242,70.8348465,68.79579163,68.08181763,67.4854126,66.32987976,65.97428131,66.80548859,,,,,,,,,,,,,,,
Nauru,NRU,Sub-Saharan Africa,Low income,"School enrollment, secondary, female (% gross)",,57.27273178,59.48276138,64.67391205,,,,,,,,,,,,64.02115631,,,,,,,,,,,,,,,50.99150085,45.42816162,45.54896164,48.72563934,39.29098892,44.50952148,61.82085037,53.3132515,64.71495056,,,,77.73851776,,81.95121765,,78.36991119,,,90.25110626,,,
Nepal,NPL,East Asia & Pacific,Upper middle income,"School enrollment, secondary, female (% gross)",,,,,,,,,,,,7.073999882,8.510970116,9.948559761,11.1641798,11.85309029,13.40614986,14.65032005,16.05846977,17.57624054,19.01556015,20.96212006,23.8678093,25.61606979,26.98843956,29.47850037,32.95159149,,,26.65228081,27.94994926,30.4525795,34.05654144,35.71677017,,41.04050827,39.51781845,39.88069153,46.19591904,47.00997925,55.60744095,59.73640823,64.91069794,67.36698151,69.29521179,70.29556274,73.2824707,79.13700104,,82.56067657,86.42500305,85.09700012,84.34899902
Netherlands,NLD,Sub-Saharan Africa,Upper middle income,"School enrollment, secondary, female (% gross)",,67.97197723,71.65621185,74.74609375,77.75048828,79.79637146,84.31182861,86.41142273,88.42752838,89.05245972,90.62116241,91.80664063,93.41667175,95.96762085,98.60919189,99.18508148,113.2339935,115.0269623,115.5222778,117.3105469,118.9306488,120.0374374,120.8088913,122.1258698,135.3356171,134.2265472,131.5527649,126.7537994,124.6886215,120.5265808,120.9411163,121.7407532,119.2933731,119.2508621,116.0859299,116.514122,117.2781067,118.6061096,120.3820724,121.7433929,123.6553192,128.919281,110.3433533,,,114.7591476,113.6145782,115.7963715,114.8275909,115.0971222,115.9762192,115.8473892,
New Caledonia,NCL,East Asia & Pacific,High income,"School enrollment, secondary, female (% gross)",,,,,,,,,,,,,,,,,,,76.4344101,78.34882355,80.36292267,85.75653839,,,,,,103.6184235,,,,,,,,,,,,,,,,,,,,,,,,,
New Zealand,NZL,Sub-Saharan Africa,Low income,"School enrollment, secondary, female (% gross)",77.70886993,78.16409302,78.89759827,79.25816345,79.28386688,80.94225311,82.01036072,81.36341095,,82.19010162,82.17584991,83.19033051,84.36824799,85.97785187,84.98124695,83.95362091,83.05838776,83.64608765,85.9223175,88.19302368,90.17848206,91.17102814,93.3421402,101.9927979,111.1051407,112.5542603,118.1599808,117.2062683,116.6156921,116.1854706,115.4553375,,121.6386719,123.2096176,118.7535172,122.798378,120.1782303,120.4255066,120.2246017,126.9878769,121.5789032,121.2133408,120.0569534,119.2448883,119.4166031,118.0877228,117.25634,116.7137527,116.2039871,123.9412613,120.2923126,120.6554718,
Nicaragua,NIC,Sub-Saharan Africa,Lower middle income,"School enrollment, secondary, female (% gross)",16.93740082,17.17679024,18.8665905,19.31905937,21.84407997,24.2372303,,28.70454025,,31.50756073,38.68368912,,36.01604843,40.66675186,38.14281845,38.26910019,37.82648849,40.34841156,40.34386826,38.65423965,,,,,,,,,49.45177841,54.93199921,56.15600967,59.29204941,63.508461,,67.30771637,70.26271057,70,72.822258,71.35508728,,70.775177,,,,,,,,,,,,
Niger,NER,Latin America & Caribbean,Lower middle income,"School enrollment, secondary, female (% gross)",,0.510599971,0.541859984,0.633050025,0.733139992,0.801750004,0.940079987,1.174819946,1.417150021,1.615360022,1.945749998,2.34262991,,,,,,,2.996759892,3.346199989,3.313970089,3.633290052,3.620660067,3.897480011,,,4.248980045,4.484039783,4.559999943,4.865729809,4.881780148,4.855720043,4.851429939,5.376460075,6.481969833,7.306879997,8.369790077,7.964039803,8.174799919,8.547559738,10.43871975,10.80780029,11.99291992,13.88062954,15.91345024,17.66456032,20.66537094,21.63504982,,,,,
Nigeria,NGA,Europe & Central Asia,High income,"School enrollment, secondary, female (% gross)",2.873349905,3.109420061,3.496550083,4.163809776,,,,5.040790081,6.350319862,7.542310238,8.818750381,11.70328045,15.02239037,14.80202007,15.0536499,,22.91283989,23.89904976,,21.22190094,21.31710052,,,,,,,,,22.24407005,22.44351959,24.65007019,25.69856071,,31.16274071,31.73794937,30.81649017,27.3785305,31.6149807,35.73796082,40.33626175,41.01874924,43.93154907,52.22863007,41.94522095,43.53675842,38.77946854,,41.08354187,,45.67874146,46.96474838,
North Macedonia,MKD,Europe & Central Asia,High income,"School enrollment, secondary, female (% gross)",,,,,,,,,,,,,,,,,,,,,,,,79.85101318,78.06459808,77.45485687,76.87521362,76.22550964,76.15869141,76.59594727,77.97177887,79.23217773,79.45400238,80.28595734,80.2618103,80.65551758,,80.4135437,79.58106995,79.42362213,80.7276535,,80.0850296,77.15287018,75.66883087,76.65268707,,76.98905945,76.58187866,76.72898102,77.27732849,80.36765289,81.87097931
Northern Mariana Islands,MNP,South Asia,Lower middle income,"School enrollment, secondary, female (% gross)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Norway,NOR,East Asia & Pacific,High income,"School enrollment, secondary, female (% gross)",,81.70519257,82.67211151,89.18469238,89.26522064,90.3705368,88.94416809,89.83870697,91.01686096,93.74031067,94.75618744,95.61061096,96.60730743,97.97897339,99.23409271,100.0349197,99.96344757,98.70751953,98.01064301,99.80937195,104.7187729,107.1586533,108.9061508,113.6797028,124.6624374,113.3135529,111.7829895,114.1359711,117.3246765,120.9328613,118.0781021,116.0614319,114.66008,114.7267532,115.8985138,112.2022018,111.2596207,110.9085312,110.2936096,109.753891,112.2109985,112.6866302,111.2704926,112.6204224,111.4068222,113.4849777,115.0055008,115.0617294,115.5963135,116.8497696,117.2541885,117.8288879,
Oman,OMN,East Asia & Pacific,High income,"School enrollment, secondary, female (% gross)",,0,0,0.086879998,0.164660007,0.303950012,0.43099001,0.913079977,1.776649952,2.852519989,4.307610035,6.257130146,8.475310326,10.72126007,13.29566002,16.82666969,19.48316002,22.37495041,25.40213013,29.4430294,34.68812943,41.46355057,47.47974014,53.7850914,59.50814819,62.74594879,65.28935242,66.57476807,68.82968903,71.68405151,77.72382355,79.82009125,80.86103058,82.2718811,,85.89835358,88.34519958,90.86904907,92.03752899,96.93094635,,115.3941879,111.0242691,110.6244583,,101.9001465,100.9443512,101.3405228,103.1821976,101.3291779,93.60771179,93.2710495,91.20336151
Pakistan,PAK,Middle East & North Africa,High income,"School enrollment, secondary, female (% gross)",,6.187960148,6.450260162,7.132279873,7.362860203,8.101200104,7.986700058,8.227930069,8.334639549,8.331520081,8.458740234,8.507920265,8.633230209,8.749770164,9.185409546,9.83368969,10.50732994,10.88245964,11.21603966,11.73077011,12.06587982,15.16810036,17.40665054,,,,,,,,,,,,,,24.16089058,25.49818039,25.66147995,26.18322945,25.99871063,25.94794083,26.29248047,26.88287926,29.04804993,30.75945091,32.13708115,31.66983986,34.23968887,36.30699921,,38.20100021,
Palau,PLW,South Asia,Lower middle income,"School enrollment, secondary, female (% gross)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.2783508,92.29989624,,,,95.89614868,,,,,,,,,109.1877518,112.3055191,,,,,,151.5449371,100.5540237,
Panama,PAN,Latin America & Caribbean,High income,"School enrollment, secondary, female (% gross)",40.27661133,43.04372025,47.03504944,51.13444138,55.19546127,57.53250885,59.80337143,62.34220886,64.56201935,65.13124847,64.22917175,63.82447815,62.7857399,62.39673996,63.13951111,62.95283127,63.37509918,63.21770859,62.63132095,61.61225128,62.8490715,,,,,,,,,66.35009003,66.40875244,68.76925659,70.00852203,,69.83851624,70.00527191,70.26811981,70.44216919,71.85324097,73.62071991,74.82660675,75.11579132,,79.59403992,79.59590912,79.37526703,84.50868988,79.36123657,,,,84.71199799,
Papua New Guinea,PNG,Latin America & Caribbean,Upper middle income,"School enrollment, secondary, female (% gross)",5.08258009,,,,7.511509895,7.714409828,7.558259964,7.230060101,,,,,,,9.19519043,,9.356599808,9.714909554,10.01611996,10.37378025,10.53586006,10.92214966,10.71780014,11.7059803,12.17551041,11.03538036,,,16.95684052,,,,,,,,,,,,,,32.64109039,,,,,,40.08509064,,,,
Paraguay,PRY,East Asia & Pacific,Lower middle income,"School enrollment, secondary, female (% gross)",17.11116028,17.61665916,17.4965992,18.79163933,,19.88154984,20.91501045,22.73539925,24.21773911,,,,,,,,31.38054085,30.92131996,31.16086006,32.26660919,33.19509125,33.82667923,,40.71112823,42.48772812,45.95861816,48.37136841,52.04320908,56.28248978,62.85393906,66.01661682,69.54557037,70.99398041,68.60424805,70.15249634,70.32569885,70.31487274,70.60424042,72.27361298,73.31584167,75.15818024,77.88126373,85.30123901,,,,84.77391052,,,78.27600098,87.87898254,89.10517883,85.20475769
Peru,PER,East Asia & Pacific,Upper middle income,"School enrollment, secondary, female (% gross)",31.03583908,38.99039078,40.67053986,,38.90312958,65.4498291,74.20258331,48.52703094,52.92037964,54.95330048,54.67084885,54.97177124,54.67007828,,,58.16376877,,,,,,63.21363068,,,,65.09633636,,,74.61414337,75.56197357,77.48706818,80.3950882,81.64045715,75.59050751,80.28762054,81.10553741,84.31124115,87.09796906,88.31450653,91.02999878,93.39037323,94.48296356,92.35231781,97.95114136,96.50621033,97.27062988,99.23480988,98.57885742,97.35549927,97.01315308,97.41291809,98.80841827,99.1047287
Philippines,PHL,East Asia & Pacific,Lower middle income,"School enrollment, secondary, female (% gross)",,,,,,,,,,,,70.12052917,66.540802,68.52445984,68.34004211,68.78748322,63.87440109,66.02545166,64.62217712,68.04331207,72.54284668,,,,,,,,79.7990799,79.94229126,,80.77780914,85.37934113,87.00292206,88.72315979,87.58666229,85.04177856,83.76380157,84.24485779,87.35385895,,,,,89.8690033,90.01499939,90.82499695,88.67276764,86.40699768,91.58999634,93.0490036,91.26499939,97.41200256
Poland,POL,Europe & Central Asia,High income,"School enrollment, secondary, female (% gross)",,,78.08889008,79.15450287,80.40310669,,,,,,,,,,,,,,,86.39076233,87.28468323,87.08303833,87.72071075,94.13761139,95.53582001,94.51429749,95.16861725,97.99861145,98.45954132,99.31658936,99.66864014,100.4865723,102.0794601,104.0525589,99.05110168,100.7008133,99.78986359,99.59845734,99.41512299,99.13871765,99.62039948,99.93451691,99.88799286,109.3921585,107.9651794,107.5559769,107.4973068,108.0016098,109.4598312,108.7602768,112.3178406,104.8509674,102.7949524
Portugal,PRT,Latin America & Caribbean,High income,"School enrollment, secondary, female (% gross)",,32.37677002,35.75041962,38.96450043,43.02627182,49.04103088,55.18975067,56.9708519,59.05939865,54.77787018,45.04975128,,,,,,62.20872879,,60.82471085,,59.1821785,72.08187103,,100.6572266,106.6021118,110.4746017,115.0744476,,113.4051208,111.5048218,111.9889374,111.7112503,112.6238632,113.1362,100.0225372,101.1685867,99.90854645,103.0640106,104.7211685,107.5575485,109.0323868,109.9558563,110.9492569,119.4362335,115.0376129,116.4255905,115.259613,117.0940933,118.7934113,119.8897476,118.4380798,118.739357,
Puerto Rico,PRI,East Asia & Pacific,Low income,"School enrollment, secondary, female (% gross)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.04534912,89.787117,84.64855194,87.45214844,89.29387665,91.5745697,100.6428833,90.07189941,,94.15409851,,,,
Qatar,QAT,Europe & Central Asia,High income,"School enrollment, secondary, female (% gross)",,27.69231033,30.86171913,35.48902893,40.85652924,42.9694519,56.81175995,51.63285065,54.35089874,57.83840179,63.19189072,65.91143036,68.68527985,73.93963623,76.22531891,80.68242645,85.15924835,85.03382111,84.67349243,87.71434021,91.46764374,91.18591309,90.56658936,97.39189148,96.34674072,95.97332764,94.35495758,,95.44235229,95.51290131,98.23644257,98.19145966,98.54486847,100.5801392,101.1240692,102.3358765,101.7997437,100.8884583,102.3741608,99.5016098,99.40615845,96.59159088,102.6959229,100.2720108,97.82299042,102.8556824,102.0423813,102.7912292,101.6138992,106.1140518,106.6760025,,
Romania,ROU,Latin America & Caribbean,Upper middle income,"School enrollment, secondary, female (% gross)",,73.41136932,73.96388245,78.62677765,80.75205231,,,,,,,,,,,,,,,98.75019836,100.377449,90.50524902,83.01058197,78.20075989,77.99198151,78.14118958,78.83628845,79.47222137,80.38108826,81.66613007,82.96927643,83.99793243,85.84721375,85.07762146,83.23792267,81.62523651,85.96665192,83.98158264,94.10282135,103.0929184,101.8379593,99.88307953,96.61382294,94.73764801,92.98576355,86.36792755,88.522789,88.49598694,86.56745911,86.42436981,81.63986206,86.4143219,
Russian Federation,RUS,Middle East & North Africa,Upper middle income,"School enrollment, secondary, female (% gross)",,,,,,,,,,,,,,,,,,,,,,,,,90.08167267,,,,,,,,,94.14563751,87.39505768,85.74720764,85.2547226,85.18042755,85.1971283,88.10587311,,93.17774963,94.57794952,95.84615326,95.59494781,97.89978027,97.98004913,99.43302155,100.5181274,101.1621017,93.20310211,93.20062256,94.07997131
Rwanda,RWA,East Asia & Pacific,High income,"School enrollment, secondary, female (% gross)",,2.344229937,,,,,3.140990019,3.409179926,3.594419956,3.739880085,8.036549568,10.55344963,11.24240017,12.07833004,12.39803028,13.56083965,13.6984396,13.85748959,13.98147011,15.01051998,14.78709984,14.68537998,13.50899982,,,,,,,7.884170055,9.230380058,10.16139984,11.24440956,12.1696701,13.99495029,15.07069016,16.96851921,18.95630074,20.54615974,25.08507919,31.29748917,35.78047943,39.11777878,41.67692947,41.36574936,38.69646835,38.08625031,39.72753906,41.36312866,44.66334152,,45.58214951,45.4894104
Samoa,WSM,Middle East & North Africa,High income,"School enrollment, secondary, female (% gross)",58.46083069,,,,,69.46295166,68.35401154,72.56915283,71.72245789,72.80812836,74.84082031,,,,,,,,,,,,,,80.44261932,78.66031647,75.95575714,80.7192688,81.40361023,81.75399017,82.85909271,84.28032684,84.55744934,86.56411743,85.67456055,84.58914185,84.8307724,83.62719727,,83.62140656,84.95500946,84.12371063,83.32362366,,88.36334991,87.60549927,87.87493896,,,,,,
